
dataset	sumpairdif_0_mean	sumpairdif_0_std	theta_0_mean	theta_0_std	D_0_mean	D_0_std	pi_0_mean	pi_0_std	sumpairdif_1_mean	sumpairdif_1_std	theta_1_mean	theta_1_std	D_1_mean	D_1_std	pi_1_mean	pi_1_std	sumpairdif_2_mean	sumpairdif_2_std	theta_2_mean	theta_2_std	D_2_mean	D_2_std	pi_2_mean	pi_2_std	sumpairdif_3_mean	sumpairdif_3_std	theta_3_mean	theta_3_std	D_3_mean	D_3_std	pi_3_mean	pi_3_std	d_0x1_mean	d_0x1_std	dn_0x1_mean	dn_0x1_std	FST_0x1_mean	FST_0x1_std	bialsites_0x1_mean	bialsites_0x1_std	multisites_0x1_mean	multisites_0x1_std	sfA_0x1_mean	sfA_0x1_std	sfB_0x1_mean	sfB_0x1_std	sfout_0x1_mean	sfout_0x1_std	sxA_0x1_mean	sxA_0x1_std	sxB_0x1_mean	sxB_0x1_std	sxAfB_0x1_mean	sxAfB_0x1_std	sxBfA_0x1_mean	sxBfA_0x1_std	ss_0x1_mean	ss_0x1_std	Wald_0x1_mean	Wald_0x1_std	d_0x2_mean	d_0x2_std	dn_0x2_mean	dn_0x2_std	FST_0x2_mean	FST_0x2_std	bialsites_0x2_mean	bialsites_0x2_std	multisites_0x2_mean	multisites_0x2_std	sfA_0x2_mean	sfA_0x2_std	sfB_0x2_mean	sfB_0x2_std	sfout_0x2_mean	sfout_0x2_std	sxA_0x2_mean	sxA_0x2_std	sxB_0x2_mean	sxB_0x2_std	sxAfB_0x2_mean	sxAfB_0x2_std	sxBfA_0x2_mean	sxBfA_0x2_std	ss_0x2_mean	ss_0x2_std	Wald_0x2_mean	Wald_0x2_std	d_0x3_mean	d_0x3_std	dn_0x3_mean	dn_0x3_std	FST_0x3_mean	FST_0x3_std	bialsites_0x3_mean	bialsites_0x3_std	multisites_0x3_mean	multisites_0x3_std	sfA_0x3_mean	sfA_0x3_std	sfB_0x3_mean	sfB_0x3_std	sfout_0x3_mean	sfout_0x3_std	sxA_0x3_mean	sxA_0x3_std	sxB_0x3_mean	sxB_0x3_std	sxAfB_0x3_mean	sxAfB_0x3_std	sxBfA_0x3_mean	sxBfA_0x3_std	ss_0x3_mean	ss_0x3_std	Wald_0x3_mean	Wald_0x3_std	d_1x2_mean	d_1x2_std	dn_1x2_mean	dn_1x2_std	FST_1x2_mean	FST_1x2_std	bialsites_1x2_mean	bialsites_1x2_std	multisites_1x2_mean	multisites_1x2_std	sfA_1x2_mean	sfA_1x2_std	sfB_1x2_mean	sfB_1x2_std	sfout_1x2_mean	sfout_1x2_std	sxA_1x2_mean	sxA_1x2_std	sxB_1x2_mean	sxB_1x2_std	sxAfB_1x2_mean	sxAfB_1x2_std	sxBfA_1x2_mean	sxBfA_1x2_std	ss_1x2_mean	ss_1x2_std	Wald_1x2_mean	Wald_1x2_std	d_1x3_mean	d_1x3_std	dn_1x3_mean	dn_1x3_std	FST_1x3_mean	FST_1x3_std	bialsites_1x3_mean	bialsites_1x3_std	multisites_1x3_mean	multisites_1x3_std	sfA_1x3_mean	sfA_1x3_std	sfB_1x3_mean	sfB_1x3_std	sfout_1x3_mean	sfout_1x3_std	sxA_1x3_mean	sxA_1x3_std	sxB_1x3_mean	sxB_1x3_std	sxAfB_1x3_mean	sxAfB_1x3_std	sxBfA_1x3_mean	sxBfA_1x3_std	ss_1x3_mean	ss_1x3_std	Wald_1x3_mean	Wald_1x3_std	d_2x3_mean	d_2x3_std	dn_2x3_mean	dn_2x3_std	FST_2x3_mean	FST_2x3_std	bialsites_2x3_mean	bialsites_2x3_std	multisites_2x3_mean	multisites_2x3_std	sfA_2x3_mean	sfA_2x3_std	sfB_2x3_mean	sfB_2x3_std	sfout_2x3_mean	sfout_2x3_std	sxA_2x3_mean	sxA_2x3_std	sxB_2x3_mean	sxB_2x3_std	sxAfB_2x3_mean	sxAfB_2x3_std	sxBfA_2x3_mean	sxBfA_2x3_std	ss_2x3_mean	ss_2x3_std	Wald_2x3_mean	Wald_2x3_std
9	0.354111	0.577381	0.000229887	0.00023745	0.232549	1.46688	0.000288659	0.000400827	0.0836182	0.188912	8.50849e-05	0.000114682	0.02442	0.989911	8.82299e-05	0.000154641	0.314894	0.340327	0.000349223	0.000259648	0.276899	1.07285	0.000377711	0.000279086	0.633028	0.897491	0.00037087	0.00026076	0.29414	0.84585	0.000424835	0.000353885	0.000637062	0.000650822	0.000448617	0.000507231	0.35374	0.553694	10.16	8.24965	0	0	0.52	2.0025	0.48	1.41774	0.4	0.866025	4.16	4.27863	1.12	1.36382	2.08	3.74077	0.44	1.26095	0.96	2.44063	-8.12	4.4	0.000671827	0.000518957	0.000338642	0.00029491	0.280641	0.258976	13.24	9.07965	0	0	0.04	0.2	0	0	0.16	0.472582	2.32	2.68825	4.68	3.03754	0.4	1.04083	1.16	2.30362	4.48	6.19892	-9	0	0.000611413	0.000511131	0.000254666	0.000232492	0.235034	0.228451	14.72	10.6557	0	0	0.16	0.6245	0	0	0.28	1.06145	2.08	1.89121	6.16	4.07922	0.2	0.816497	0.92	1.68127	4.92	6.30423	-9	0	0.000472856	0.000338598	0.000239886	0.000238985	0.12292	0.403543	11.88	8.25793	0	0	0.16	0.8	0	0	0.44	1.08321	0.84	1.24766	6.4	5.30723	0.12	0.6	2.36	3.36502	1.56	2.755	-9	0	0.000583975	0.000475016	0.000327443	0.000356088	0.176664	0.5785	13.16	9.26769	0	0	0.24	1.2	0.2	1	0.28	0.890693	0.44	0.820569	7.48	5.34727	0	0	2.44	4.19404	2.08	3.30303	-7.96	5.2	0.000596814	0.000423313	0.000195541	0.000181716	0.162493	0.148721	15.72	9.74902	0	0	0	0	0	0	0.2	0.816497	3.24	3.00389	4.84	3.94419	0.28	1.06145	0.36	0.860233	6.8	6.81298	-9	0
10	0.305436	0.34851	0.000283817	0.000182729	-0.182322	1.21463	0.000277907	0.000239778	0.475254	0.467296	0.000322515	0.000199072	0.446555	1.0121	0.000371857	0.000267262	0.332518	0.406663	0.000311721	0.0001846	0.0724548	1.36802	0.000313773	0.000234297	0.45607	0.45578	0.000355473	0.000173432	0.229994	1.29013	0.000395963	0.000262285	0.000557021	0.000311231	0.000232139	0.000191433	0.239955	0.258822	15.6	5.95119	0	0	0.08	0.4	0.04	0.2	0.2	0.707107	3.52	2.20076	4.56	3.48903	0.64	1.38082	1.24	2.20378	5.32	5.18588	-9	0	0.000669069	0.00041937	0.000373229	0.000331653	0.334925	0.238794	15.4	6.90411	0	0	0	0	0	0	0.4	1.11803	4.08	2.79762	4.4	4.11299	0.4	0.957427	1.12	2.45493	5	4.63681	-9	0	0.000629558	0.000429653	0.000292623	0.00033807	0.234203	0.231693	16.72	6.19489	0	0	0	0	0	0	0.48	1.63605	3.64	2.48126	5.72	3.12943	0.48	1.15902	1.04	1.79072	5.36	4.21189	-9	0	0.000633272	0.000429972	0.000290457	0.000322913	0.247327	0.166405	15.72	7.17356	0	0	0	0	0	0	0.32	0.945163	4.4	2.92973	3.72	3.06213	0.48	1.1225	0.56	1.26095	6.24	5.36408	-9	0	0.000597645	0.000382234	0.000213734	0.000223449	0.178045	0.152656	16.88	6.32666	0	0	0	0	0	0	0.32	0.9	3.8	2.32737	4.88	3.17962	0.64	1.46856	0.56	1.47422	6.68	5.44457	-9	0	0.000635508	0.000396753	0.00028064	0.000267269	0.21148	0.245718	16.28	6.57977	0	0	0	0	0	0	0.28	0.890693	3.2	2.62996	4.96	3.48186	0.68	1.67631	0.52	1.15902	6.64	4.72476	-9	0
11	0.562097	0.496775	0.000352738	0.000168516	0.504495	0.816031	0.000404308	0.000205771	0.475213	0.550977	0.000302168	0.000157975	0.458454	0.8478	0.000348372	0.000203925	0.303052	0.339747	0.000265396	0.000148615	0.846956	1.32534	0.000353317	0.000241217	0.4265	0.429746	0.000337187	0.000127331	0.237244	1.11811	0.000362841	0.000175307	0.000463718	0.000228016	8.73787e-05	8.89873e-05	0.109918	0.0975841	17.52	9.16115	0	0	0	0	0	0	0.12	0.331662	5.32	3.73854	3.6	3.43996	0.4	1.11803	0.12	0.6	7.96	5.35786	-9	0	0.000476618	0.000245993	9.78055e-05	8.74243e-05	0.0891751	0.11662	16.04	8.38888	0	0	0	0	0	0	0.08	0.276887	5.6	3.92641	2.12	2.92005	0.72	1.27541	0.16	0.6245	7.36	5.3376	-9	0	0.000485604	0.000224074	0.00010203	0.000107405	0.093921	0.102008	17.64	8.09774	0	0	0	0	0	0	0	0	4.84	4.28836	3.72	2.42418	0.16	0.472582	0.24	0.663325	8.68	4.8966	-9	0	0.000447751	0.000242194	9.69071e-05	7.49566e-05	0.10641	0.133768	14.72	8.07527	0	0	0	0	0	0	0.44	1.12101	4.28	3.16912	2.52	2.36502	0.36	0.860233	0.08	0.276887	7.04	4.76515	-9	0	0.000440847	0.000206895	8.52406e-05	8.94803e-05	0.106382	0.0872795	16.36	7.38738	0	0	0	0	0	0	0.08	0.4	3.56	3.33017	4.16	2.51131	0.08	0.276887	0.44	1.12101	8.04	5.24786	-9	0	0.000443332	0.000229045	8.52532e-05	7.00253e-05	0.0687015	0.145701	15.12	6.46993	0	0	0	0	0	0	0.08	0.4	2.32	2.71907	4.68	2.47857	0.08	0.276887	0.72	1.27541	7.24	4.87579	-9	0
12	0.420386	0.529394	0.000290891	0.000184621	0.397562	1.21065	0.000335501	0.000283642	0.630477	1.00514	0.000316749	0.000226195	0.612043	1.3201	0.000393719	0.000397049	0.0908165	0.198745	0.000120237	0.000185995	-0.225946	1.24604	8.65066e-05	0.0001122	0.380133	0.496578	0.000262309	0.000180502	0.477371	1.19384	0.000314456	0.000270043	0.00056585	0.000463803	0.00020124	0.000223526	0.169188	0.155276	18.84	11.2719	0	0	0	0	0	0	0.24	1.2	4.88	3.47994	5.4	5.25991	0.32	0.802081	1.72	2.95127	6.28	6.52891	-9	0	0.000447338	0.000373372	0.000236334	0.000271168	0.249516	0.308573	15.4	9.60902	0	0	0.04	0.2	0.16	0.8	1.2	2.54951	7.44	5.39351	1.8	2.95804	1.96	2.11108	0.72	2.31876	2.08	2.69134	-8.36	3.2	0.000562962	0.000447258	0.000237983	0.000303612	0.203916	0.228104	17.48	10.5282	0	0	0.04	0.2	0.12	0.6	0.72	2.26421	5.4	3.43996	3.92	4.41513	0.44	1.12101	1.2	2.41523	5.64	4.68046	-9	0	0.000547844	0.000480181	0.000307731	0.000293946	0.366096	0.152925	15.52	10.6853	0	0	0	0	0.16	0.6245	0.52	1.38804	7.6	5.95119	1.4	1.84842	2.64	3.0122	0.04	0.2	3.16	5.94895	-9	0	0.000647511	0.000491419	0.000293424	0.000316861	0.206212	0.260161	17.4	11.3358	0	0	0	0	0	0	0.04	0.2	5.36	4.25127	3.44	3.58329	1.24	2.52124	0.52	1.38804	6.8	7.15309	-9	0	0.000558055	0.000417015	0.000357574	0.00035557	0.338666	0.30695	14.44	9.1382	0	0	0.24	0.723418	0.08	0.4	0.56	1.22746	2.16	3.00943	6.44	5.20481	0.64	2.2151	2.52	3.0293	1.8	4.02078	-9	0
13	0.0923433	0.113475	9.15973e-05	6.64754e-05	-0.272369	1.15	7.93976e-05	7.08582e-05	0.205533	0.288963	0.000120983	6.42512e-05	0.267665	1.35765	0.000142115	0.000110527	0.199462	0.32288	0.000181756	8.98931e-05	0.331864	0.926055	0.000206968	0.000122532	0.0332748	0.110649	2.09737e-05	3.54191e-05	-0.0755348	0.862891	1.8434e-05	3.81122e-05	0.000168373	0.000127975	5.76172e-05	5.80074e-05	0.157942	0.153353	6.44	3.2414	0	0	0	0	0	0	0.04	0.2	1.12	1.39403	2.12	1.26886	0.04	0.2	0.44	0.916515	2.68	2.21209	-9	0	0.000220005	0.000123554	7.68218e-05	6.05791e-05	0.0773556	0.275228	8.6	4.4441	0	0	0	0	0	0	0.04	0.2	0.96	1.05987	4.28	2.59037	0	0	0.44	0.916515	2.88	2.58715	-9	0	0.000125236	0.000121547	7.63198e-05	9.86271e-05	0.308557	0.319724	4.84	3.09139	0	0	0.04	0.2	0.12	0.439697	0.44	0.916515	2.56	2.00167	0.4	0.645497	0.76	0.925563	0	0	0.52	1.19443	-9	0	0.000245641	0.000148976	7.10994e-05	7.11526e-05	0.131135	0.212857	9.44	4.24343	0	0	0	0	0	0	0	0	1.8	1.32288	4.12	2.71293	0.04	0.2	0.08	0.276887	3.4	2.53311	-9	0	0.000165933	0.00014519	8.56586e-05	8.94038e-05	0.219466	0.286207	5.76	3.16596	0	0	0	0	0.08	0.276887	0.08	0.276887	3.52	2.04369	0.36	0.568624	1.16	1.40475	0	0	0.56	1.19304	-9	0	0.000206765	0.000133868	9.40642e-05	8.68507e-05	0.131018	0.314936	7.96	4.26693	0	0	0	0	0.08	0.276887	0.04	0.2	5.72	3.14272	0.24	0.522813	1.2	1.38444	0	0	0.68	1.34536	-9	0
14	0.183222	0.223846	0.000140477	0.000105552	0.189844	1.49075	0.000163296	0.000186852	0.322295	0.298504	0.000214878	0.000137719	0.472331	1.05663	0.00025237	0.000188246	0.294183	0.392531	0.000291296	0.000160563	0.0485594	1.12518	0.000291072	0.000169049	0.441502	0.500101	0.000287155	0.000172811	0.578275	1.08323	0.000351909	0.000245415	0.000411273	0.00031199	0.00020344	0.000187483	0.288398	0.267114	13.16	7.82453	0	0	0.04	0.2	0	0	0.12	0.331662	2.44	2.5671	5.32	3.77183	0.28	0.791623	0.8	1.19024	4.16	3.47227	-9	0	0.000409407	0.00027484	0.000182223	0.000182908	0.201924	0.22421	15.24	9.28386	0	0	0.04	0.2	0	0	0	0	2.2	2.67706	7.4	4.8734	0	0	0.92	1.28841	4.68	3.57911	-9	0	0.00041269	0.000284039	0.000155087	0.000126305	0.21937	0.201978	15.24	9.55807	0	0	0	0	0	0	0.04	0.2	1.48	1.44684	7.4	5.46199	0.04	0.2	0.92	1.28841	5.36	4.17213	-9	0	0.000426948	0.000319478	0.000155227	0.00018949	0.162462	0.163214	15.64	9.04563	0	0	0	0	0	0	0	0	2.64	2.44745	4.96	4.005	0	0	0.4	0.816497	7.64	5.15493	-9	0	0.000413575	0.000250018	0.000111436	9.23423e-05	0.150897	0.195199	16.28	9.71905	0	0	0	0	0	0	0.04	0.2	2.52	2.20076	5.6	4.03113	0.04	0.2	0.36	0.81035	7.72	5.87026	-9	0	0.000417566	0.000248142	9.60752e-05	9.44923e-05	0.118683	0.153342	17.44	10.7552	0	0	0	0	0	0	0	0	3.68	3.31311	4.44	3.8953	0.08	0.276887	0	0	9.24	5.74659	-9	0
15	0.46282	0.465609	0.000332372	0.000165889	0.208982	1.01302	0.00036375	0.000220367	0.395601	0.529402	0.000244202	0.000142342	0.318057	1.33065	0.00027949	0.000227269	0.415305	0.609484	0.00031635	0.000158534	0.227807	0.755922	0.000351421	0.000224177	0.441582	0.456571	0.000303164	0.000133265	0.310281	0.931017	0.000335093	0.000163785	0.000418234	0.000247403	9.66141e-05	8.01472e-05	0.141901	0.124532	19.36	10.2708	0	0	0	0	0	0	0.12	0.439697	6.24	4.20595	2.44	2.23756	0.36	0.81035	0.16	0.8	10.04	6.13379	-9	0	0.000432322	0.000241548	7.47363e-05	7.48207e-05	0.0772992	0.0950132	21.12	11.103	0	0	0	0	0	0	0.12	0.439697	5.24	2.91947	4.2	3.65148	0.28	0.678233	0.16	0.8	11.12	6.64154	-9	0	0.000419332	0.000220301	6.99108e-05	7.31483e-05	0.0994188	0.0781524	21.16	9.45903	0	0	0	0	0	0	0.16	0.8	5.16	3.32516	4.24	3.24397	0.48	1.47535	0.12	0.439697	11	6.51281	-9	0	0.000377354	0.000237854	6.18984e-05	5.59659e-05	0.0788036	0.108092	19.08	10.9959	0	0	0	0	0	0	0.24	0.597216	3.2	2.78388	5.96	4.53211	0.16	0.553775	0.24	0.663325	9.28	6.05888	-9	0	0.00040766	0.000237135	0.000100368	0.000101811	0.106971	0.137075	19.36	9.45551	0	0	0	0	0	0	0.08	0.4	3.36	3.26446	6.24	4.06489	0.56	2.21886	0.4	0.866025	8.72	5.0951	-9	0	0.00042711	0.000232831	8.38529e-05	0.000105847	0.0764577	0.0914104	20.64	10.1935	0	0	0	0	0	0	0.2	0.57735	4.64	4.51737	4.76	3.16596	0.44	2.2	0.2	0.5	10.4	6.1441	-9	0
16	0.364624	0.40476	0.000223387	0.000110602	0.570237	1.21421	0.000271476	0.000179891	0.18564	0.285423	9.73103e-05	9.74629e-05	0.264058	1.10582	0.000117437	0.000129364	0.182976	0.31067	0.000121218	8.98279e-05	0.439048	1.52924	0.00013841	0.000132354	0.283447	0.382327	0.000190211	0.000109729	0.279784	1.23416	0.000206781	0.000159467	0.00044264	0.000327223	0.000248184	0.000274404	0.323534	0.228027	14.68	7.35255	0	0	0	0	0.2	0.707107	0.44	1.38684	6.48	4.63789	1.76	1.83212	2.16	3.36254	0.12	0.439697	3.52	4.89149	-9	0	0.000356198	0.000210113	0.000151255	0.000110913	0.252586	0.159323	14.56	7.18262	0	0	0	0	0	0	0.36	1.11355	6.48	4.64686	1.84	2.0347	1.44	2.14243	0.2	1	4.24	4.22571	-9	0	0.000482814	0.000318423	0.000243685	0.000259174	0.296879	0.173684	16.6	7.44424	0	0	0.2	1	0.24	1.2	0.08	0.4	4.84	2.33952	3.64	2.89943	0.6	1.38444	0.28	1.06145	6.72	6.25513	-8.04	4.8	0.000393411	0.000360265	0.000265488	0.000338962	0.416321	0.271388	11.76	6.28676	0	0	1	2.84312	0.48	1.68622	0.96	1.81384	2.68	2.6727	3.08	1.99833	0.36	1.07548	0.84	2.13464	2.36	4.11177	-7.04	6.85857	0.000417027	0.000327068	0.000254918	0.000301741	0.289741	0.362533	13.88	7.16659	0	0	0.36	1.8	0.24	1.2	0.36	1.25433	1.96	1.92527	5.44	4.39773	0.32	0.802081	2.08	3.16122	3.12	4.4471	-7.96	5.2	0.00041398	0.000349955	0.000241385	0.000295138	0.328284	0.191397	13.96	6.85249	0	0	0	0	0	0	0.44	1.29357	2.4	2.34521	5.88	4.96085	0.48	1.35769	1.36	2.2151	3.4	4.57347	-9	0
17	0.257073	0.190355	0.000205589	0.000121049	0.446807	1.06626	0.000241909	0.000177286	0.216112	0.287031	0.000137243	0.00010685	0.45103	1.36399	0.000163359	0.000157123	0.14319	0.237518	0.000142592	9.0977e-05	0.216921	1.32594	0.000155312	0.000125468	0.157615	0.237047	0.000125657	0.000111646	-0.121433	1.34658	0.000114709	0.000114067	0.000348263	0.000262534	0.000145629	0.000195876	0.193279	0.277251	13.92	7.23372	0	0	0	0	0	0	0	0	5	4.03113	2.44	1.89473	1.12	1.9218	0.08	0.4	5.28	5.5115	-9	0	0.000353227	0.000245989	0.000154616	0.000151325	0.240675	0.188057	14.44	7.87972	0	0	0	0	0	0	0	0	5.64	4.82942	2.96	2.66896	1.16	1.95107	0.08	0.4	4.6	3.78594	-9	0	0.000347743	0.000286003	0.000169434	0.000183954	0.249145	0.210638	13.68	7.15146	0	0	0	0	0.04	0.2	0	0	5.2	3.01386	2.16	1.97231	1.32	1.81934	0.08	0.4	4.88	5.06063	-9	0	0.000295134	0.000198813	0.000135798	0.000134678	0.244874	0.227979	12.6	6.97017	0	0	0	0	0	0	0.68	1.67631	3.8	3.51188	3.68	2.98217	0.48	1.29486	0.44	0.820569	3.52	3.70945	-9	0	0.00030571	0.000243297	0.000166676	0.000160381	0.338443	0.19964	11.64	6.2442	0	0	0	0	0.04	0.2	0.76	1.5885	3.16	1.95107	2.68	2.56125	0.56	1.29357	0.36	0.757188	4.08	5.36905	-9	0	0.000298392	0.000244092	0.000163382	0.000204717	0.308671	0.291275	11.92	6.59495	0	0	0	0	0.04	0.2	0.6	1.52753	3.44	2.58328	3.08	3.32816	0.72	1.36991	0.56	1.29357	3.48	3.8635	-9	0
18	0.305516	0.263823	0.000253196	0.000195718	0.652394	1.03505	0.000305835	0.000248846	0.248496	0.225962	0.000205469	0.000171281	0.0874375	1.18692	0.000197762	0.000153771	0.282612	0.435837	0.000205236	0.000153459	0.56254	1.08913	0.000248641	0.000197741	0.15775	0.208266	0.000125345	0.000123863	-0.169271	1.12086	0.000122931	0.000132492	0.000348088	0.000267948	9.62887e-05	0.000111349	0.0846612	0.141393	18.48	12.7316	0	0	0	0	0	0	0	0	5.68	4.26927	3.56	2.88791	0.56	1.52971	0	0	8.68	8.2801	-9	0	0.00035772	0.000278147	8.04812e-05	0.000107958	0.132021	0.165862	18.32	13.1805	0	0	0	0	0	0	0	0	5.96	4.53211	3.4	3.02765	0.36	0.757188	0	0	8.6	7.72442	-9	0	0.000334301	0.000282788	0.000119918	0.000125664	0.191875	0.241818	16.84	12.0336	0	0	0	0	0.04	0.2	0	0	7.76	5.37184	1.88	2.40347	1.32	1.74929	0	0	5.84	7.53702	-9	0	0.000359615	0.000284593	0.000136413	0.000172576	0.198406	0.209226	17.56	13.0291	0	0	0	0	0	0	0.16	0.553775	5.2	3.87298	4.76	4.33282	0.2	0.57735	0.4	1.1547	6.84	6.5681	-9	0	0.000351293	0.000348045	0.000190946	0.000244147	0.279661	0.218326	14.84	11.353	0	0	0	0	0	0	0.32	0.802081	5.76	4.18609	2.04	2.50799	1.04	1.6452	0.24	1.0116	5.44	6.1852	-9	0	0.000303286	0.000198128	0.0001175	8.87781e-05	0.236497	0.289044	14.64	11.916	0	0	0	0	0	0	0.32	0.748331	5.56	5.0173	2.28	2.63818	1.04	1.67033	0.04	0.2	5.4	6.39661	-9	0
19	0.126095	0.142936	0.000128515	0.000117664	0.160626	1.25185	0.000128033	0.000118846	0.283901	0.305929	0.000192018	0.000117776	0.275857	0.99314	0.000206062	0.000134765	0.228833	0.419535	0.000195689	0.000144017	0.268381	1.09161	0.000230943	0.000203193	0.314846	0.367606	0.000214873	0.00014189	0.388599	0.766475	0.000242797	0.000173303	0.000269295	0.000225291	0.000102248	0.000134157	0.133329	0.190813	14	8.34666	0	0	0	0	0	0	0.12	0.439697	1.36	1.57797	5.44	4.30194	0.32	0.9	0.64	1.84572	6.12	6.30687	-9	0	0.000287715	0.000233773	0.000108227	0.000110554	0.175261	0.161692	13.36	8.46995	0	0	0	0	0	0	0.08	0.276887	1.76	1.83212	4.8	3.16228	0.12	0.331662	0.68	1.67631	5.92	6.47379	-9	0	0.000258878	0.000174479	7.34636e-05	6.83854e-05	0.133507	0.167062	15.32	10.1805	0	0	0	0	0	0	0.04	0.2	1.52	1.78232	6.76	4.44672	0.08	0.276887	0.72	1.67133	6.2	6.08276	-9	0	0.000267069	0.000187341	4.85662e-05	5.18225e-05	0.078149	0.111817	16	9.86577	0	0	0	0	0	0	0.12	0.439697	4.4	3.41565	3.36	2.51462	0.08	0.276887	0.32	0.945163	7.72	5.58659	-9	0	0.000297023	0.000217452	7.2594e-05	0.000104889	0.106671	0.144661	17.84	11.2423	0	0	0	0	0	0	0	0	4.04	3.10215	5.2	4.33974	0.12	0.331662	0.44	1.00333	8.04	5.49606	-9	0	0.000298129	0.000228268	6.12598e-05	7.30062e-05	0.103028	0.162566	16.44	9.91665	0	0	0	0	0	0	0.08	0.276887	2.64	1.49666	4.84	3.22335	0.04	0.2	0.12	0.439697	8.72	7.54718	-9	0
20	0.162396	0.198849	0.000122407	9.55431e-05	0.286652	0.935864	0.000140555	0.000122806	0.174025	0.412383	7.61032e-05	8.52512e-05	0.305877	1.22536	9.45699e-05	0.000148498	0.118977	0.223063	0.000107071	8.86025e-05	0.151875	1.29163	0.000115353	0.000117927	0.103077	0.118002	0.000111411	8.0155e-05	-0.108307	1.13752	0.00010029	7.45871e-05	0.000180507	0.000187136	6.29447e-05	7.60996e-05	0.155	0.234413	9.76	7.18378	0	0	0	0	0	0	0.28	0.890693	3.4	2.44949	1.48	2.36502	0.8	1.1547	0	0	3.8	5.40833	-9	0	0.000205174	0.000240175	7.72195e-05	0.000170944	0.137612	0.167721	10.24	7.19537	0	0	0	0	0	0	0.16	0.8	2.88	2.42074	1.96	1.98914	0.44	1.15758	0.12	0.439697	4.68	5.03918	-9	0	0.000178781	0.000128987	5.83584e-05	7.42187e-05	0.124999	0.174229	10.8	7.07107	0	0	0	0	0	0	0.08	0.4	2.96	2.52455	2.52	2.43447	0.36	0.907377	0.2	0.816497	4.68	4.7847	-9	0	0.000173791	0.00015882	6.88294e-05	8.6873e-05	0.19053	0.206511	9.2	7.08872	0	0	0	0	0	0	0.36	1.11355	1.84	2.42693	2.84	2.42693	0.24	0.879394	0.72	1.24231	3.2	4.73462	-9	0	0.000153223	0.000187872	5.57933e-05	9.95554e-05	0.150921	0.186049	9.68	7.20948	0	0	0.04	0.2	0	0	0.24	0.522813	1.8	2.66145	3.32	2.23084	0.2	0.816497	0.8	1.29099	3.28	4.92037	-9	0	0.000233251	0.000274687	0.000125429	0.000238988	0.120262	0.279337	9.92	6.65783	0	0	0	0	0	0	0.2	0.816497	2.08	2.17792	2.56	2.10317	0.24	0.597216	0.4	1.1547	4.44	4.82252	-9	0
21	0.0876087	0.132097	7.39335e-05	6.62704e-05	0.245291	1.15491	7.90779e-05	7.69362e-05	0.249614	0.434002	0.00013596	0.000105114	0.348602	0.957298	0.000154017	0.000147516	0.153574	0.270892	0.000120906	0.000111543	0.0510781	1.16891	0.000121911	0.000111386	0.0711423	0.087002	5.97148e-05	5.53453e-05	0.332488	0.994255	6.91388e-05	7.28781e-05	0.000164561	0.000137947	4.80137e-05	5.9872e-05	0.0697629	0.244258	10.92	8.92058	0	0	0	0	0	0	0.12	0.6	1.08	1.22202	5.08	5.02427	0	0	0.88	2.14709	3.76	3.45543	-9	0	0.000164154	0.000129349	6.36591e-05	6.4731e-05	0.046473	0.554859	9.96	8.83403	0	0	0	0	0	0	0.04	0.2	1.48	1.75879	4.12	4.76375	0.04	0.2	0.96	2.3	3.32	3.35062	-9	0	0.000143957	0.000124978	6.98486e-05	8.51275e-05	0.198409	0.316012	7.6	5.67891	0	0	0.08	0.4	0.12	0.6	0.8	2.23607	2.24	2.12681	1.64	1.31909	0.24	0.597216	0.12	0.439697	2.36	3.25167	-8.36	3.2	0.000165986	0.000146924	2.80225e-05	3.24092e-05	0.0860296	0.142657	12	9.60902	0	0	0	0	0	0	0	0	3.52	2.83019	2.16	2.37487	0.08	0.276887	0.12	0.6	6.12	6.86367	-9	0	0.000159356	0.000131216	4.77788e-05	4.95237e-05	0.111178	0.116715	10.8	8.80814	0	0	0	0	0	0	0.12	0.6	5.52	5.10816	0.96	0.978093	1.04	2.47454	0	0	3.16	3.43608	-9	0	0.000153165	0.000132019	5.76397e-05	7.42175e-05	-0.0823242	0.671462	9.76	8.89419	0	0	0	0	0	0	0.08	0.276887	4.48	5.07543	1.28	1.24231	1.08	2.61279	0	0	2.84	3.38723	-9	0
